task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size,tracking_mode,on_cloud
Steps #11-11,2026-04-06T18:56:54,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6417859923094511,4.3494674305423944e-07,6.78257771595073e-07,360.0,250.45424828716816,10.0,6.40941066667438e-05,4.459253567290489e-05,1.7800897980729725e-06,0.00011046673213772158,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #12-12,2026-04-06T18:56:55,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6522969994693995,4.0795539076304827e-07,6.262764190893311e-07,360.0,200.27488338787742,10.0,6.540652215480806e-05,3.638836244590493e-05,1.8166485242545596e-06,0.00010361153312496755,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #13-13,2026-04-06T18:56:56,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6473924592137337,4.3527747842623685e-07,6.727643138768063e-07,360.0,246.06717566435796,10.0,6.460001058876516e-05,4.415642421662369e-05,1.794296710027587e-06,0.00011055073151541622,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #14-14,2026-04-06T18:56:56,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6465094238519669,4.0968469212823023e-07,6.342167563809714e-07,360.0,209.9975607808596,10.0,6.458299532532692e-05,3.767391902442796e-05,1.7938225944009084e-06,0.00010405073694415594,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #15-15,2026-04-06T18:56:57,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6508219614624977,4.34067189364785e-07,6.674336045099552e-07,360.0,240.55169867001678,10.0,6.500228475779296e-05,4.34355903067285e-05,1.8054701336142089e-06,0.00011024334519813559,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #16-16,2026-04-06T18:56:58,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6775552406907082,4.1209740381178774e-07,6.089311137566688e-07,360.0,210.4412651495344,10.0,6.491363607347015e-05,3.794697479975184e-05,1.8029008060693727e-06,0.00010466351167929145,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #17-17,2026-04-06T18:56:58,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6484453678131104,4.104919428685208e-07,6.334419125632577e-07,360.0,208.94500570123714,10.0,6.482788976281892e-05,3.7627252325478366e-05,1.8006184655759084e-06,0.00010425576055387306,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #18-18,2026-04-06T18:56:59,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6473970394581556,4.3684474662566607e-07,6.753912853769489e-07,360.0,245.30913512564214,10.0,6.491244416683903e-05,4.423336872605432e-05,1.802969646329681e-06,0.00011094878253922313,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #19-19,2026-04-06T18:57:00,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6522752977907658,4.090751868557282e-07,6.277000503885188e-07,360.0,204.37890876371577,10.0,6.511778272688391e-05,3.696947401010675e-05,1.8086795177724613e-06,0.00010389593625476307,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #20-20,2026-04-06T18:57:00,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6493334956467152,4.385178797731008e-07,6.760907304007437e-07,360.0,248.33075970803807,10.0,6.4842278137803e-05,4.473059134113555e-05,1.8008514100478748e-06,0.00011137372088898664,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #21-21,2026-04-06T18:57:01,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6471145078539848,4.0818258392563146e-07,6.313536332159167e-07,360.0,204.51123804356735,10.0,6.496072821319111e-05,3.6904196193177086e-05,1.8043106939229732e-06,0.00010366923510029104,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #22-22,2026-04-06T18:57:02,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6529580615460873,4.3598635445822363e-07,6.685311953903499e-07,360.0,241.7136814959054,10.0,6.51655109599233e-05,4.3755312781001976e-05,1.8099464113927524e-06,0.00011073077015231764,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #23-23,2026-04-06T18:57:02,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6553853042423725,4.124610647070117e-07,6.297281234723615e-07,360.0,207.87899000525158,10.0,6.52590954676271e-05,3.768419681193791e-05,1.8125811229563444e-06,0.00010475587340252153,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #24-24,2026-04-06T18:57:03,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.649238895624876,4.3648963970171277e-07,6.727851348824307e-07,360.0,244.83640519433143,10.0,6.490955837070941e-05,4.414614642911374e-05,1.802888533307444e-06,0.0001108585933331306,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #25-25,2026-04-06T18:57:04,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6529709622263908,4.1409170969987567e-07,6.348563926950545e-07,360.0,210.70724408297724,10.0,6.519797239452592e-05,3.816114164578721e-05,1.8109066722293718e-06,0.00010517002071254271,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #26-26,2026-04-06T18:57:04,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6544449590146542,4.3754152001460147e-07,6.690758761215759e-07,360.0,242.48075821331025,10.0,6.531624644994741e-05,4.399531297138992e-05,1.8141879544903843e-06,0.00011112574737582757,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #27-27,2026-04-06T18:57:05,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6555393971502781,4.387246062046959e-07,6.700495391240593e-07,360.0,247.49081780239268,10.0,6.496139913797386e-05,4.4660591278500306e-05,1.8042343565159355e-06,0.00011142622477298969,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #28-28,2026-04-06T18:57:06,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6496063210070133,4.13402294939004e-07,6.368608904097163e-07,360.0,212.0185645545798,10.0,6.49427417665719e-05,3.8248363935622365e-05,1.803819100475973e-06,0.00010499492480267039,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #29-29,2026-04-06T18:57:06,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6477764006704092,4.381466275823478e-07,6.7701635097042e-07,360.0,245.65519543407441,10.0,6.506929192692042e-05,4.4402813301758215e-05,1.8073259180204752e-06,0.00011127943114669879,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #30-30,2026-04-06T18:57:07,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6529986429959536,4.0998804991129103e-07,6.286426309707182e-07,360.0,205.15772400892834,10.0,6.517471503466373e-05,3.714280749278487e-05,1.8102604999310453e-06,0.00010412778302737978,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #31-31,2026-04-06T18:57:07,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6553952321410179,4.383141064312082e-07,6.694507647738601e-07,360.0,245.69353590021254,10.0,6.509013641625662e-05,4.442392442882692e-05,1.8079061785505844e-06,0.00011132196702363407,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #32-32,2026-04-06T18:57:08,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6469273436814547,4.125001467431047e-07,6.381701461508991e-07,360.0,213.48783904453032,10.0,6.463755425065772e-05,3.8333086216368883e-05,1.7951588974230841e-06,0.00010476579936444979,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #33-33,2026-04-06T18:57:09,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.653943907469511,4.3616727084805046e-07,6.674000497640914e-07,360.0,240.1977289625087,10.0,6.535475719720131e-05,4.360670155278967e-05,1.8152601137343393e-06,0.00011077671886372542,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #34-34,2026-04-06T18:57:09,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6544320471584797,4.1307243524047813e-07,6.315519328547617e-07,360.0,207.66380747056508,10.0,6.53801487758756e-05,3.7715030174467756e-05,1.815968876083687e-06,0.00010491114782642695,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #35-35,2026-04-06T18:57:10,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6576887536793947,4.40324251250049e-07,6.701406479079054e-07,360.0,243.3762754622492,10.0,6.563557125627978e-05,4.4373924389162767e-05,1.8230031451417391e-06,0.00011183249879058443,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #36-36,2026-04-06T18:57:11,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6547238938510418,4.406381448058942e-07,6.736754092158879e-07,360.0,250.19164891708044,10.0,6.496071424335259e-05,4.514725834070532e-05,1.804248140090044e-06,0.00011191222072414776,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #37-37,2026-04-06T18:57:11,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6592505127191544,4.1389336942108417e-07,6.28220942005055e-07,360.0,204.3679927287623,10.0,6.588599048554895e-05,3.74036410306644e-05,1.8300152073303912e-06,0.00010511964672354438,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #38-38,2026-04-06T18:57:12,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6554515138268471,4.3958333580437404e-07,6.713355469871749e-07,360.0,245.1432908154263,10.0,6.533701680600662e-05,4.4492535593576577e-05,1.8147704605427024e-06,0.00011164432286012594,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #39-39,2026-04-06T18:57:13,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6570357717573643,4.139401616540787e-07,6.306319644370616e-07,360.0,207.7991059015482,10.0,6.550214774906629e-05,3.781003024982965e-05,1.8193529039207441e-06,0.000105131530902817,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #40-40,2026-04-06T18:57:13,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6573695689439774,4.3845004991381777e-07,6.676543262225921e-07,360.0,244.0354871318859,10.0,6.52861598879101e-05,4.425697984800081e-05,1.8133538878626357e-06,0.00011135649362377289,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #41-41,2026-04-06T18:57:14,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6581477019935846,4.407650625509083e-07,6.706817274511206e-07,360.0,246.75069291328074,10.0,6.53418431058525e-05,4.478781360717221e-05,1.8147982760435952e-06,0.00011194445498906823,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #42-42,2026-04-06T18:57:15,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.649370115250349,4.1348688325388574e-07,6.373989859188225e-07,360.0,213.34122853589986,10.0,6.480878554284558e-05,3.8407530730921735e-05,1.800092066534697e-06,0.00010501640834030199,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #43-43,2026-04-06T18:57:15,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6512267906218767,4.426671507144067e-07,6.800865449701057e-07,360.0,228.20639836855855,10.0,6.765826400369386e-05,4.289003430812954e-05,1.8792444736593343e-06,0.00011242754278548237,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #44-44,2026-04-06T18:57:16,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6612465493381023,4.4159813800727173e-07,6.683737582287278e-07,360.0,238.11907614150525,10.0,6.639463659375905e-05,4.391725735786167e-05,1.8441435467037845e-06,0.00011215603749832517,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #45-45,2026-04-06T18:57:17,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6566175688058138,4.1481701248715757e-07,6.323771572838124e-07,360.0,211.55087832038754,10.0,6.521747559308988e-05,3.832530843794757e-05,1.8114473463760476e-06,0.00010535423137741397,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #46-46,2026-04-06T18:57:17,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6502071004360914,4.3946622063301954e-07,6.766030952296191e-07,360.0,248.57478682123036,10.0,6.495726518332976e-05,4.485309143831273e-05,1.8042216077446992e-06,0.00011161457822938658,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #47-47,2026-04-06T18:57:18,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6585126481950283,4.438615509661272e-07,6.745455537738791e-07,360.0,227.3724025299647,10.0,6.793557628989198e-05,4.290836766074335e-05,1.8869497502843608e-06,0.00011273089370091981,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #48-48,2026-04-06T18:57:19,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6560426168143749,4.136040291065422e-07,6.30974537166468e-07,360.0,207.41737468639653,10.0,6.549197956919658e-05,3.773530796280511e-05,1.8188732314027028e-06,0.00010504616076340446,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #49-49,2026-04-06T18:57:19,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6572021562606096,4.3992447974498854e-07,6.700196168513522e-07,360.0,244.20835614856608,10.0,6.548726558685321e-05,4.442475776045285e-05,1.8189424338440062e-06,0.00011173096578115035,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #50-50,2026-04-06T18:57:20,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6501485705375671,4.150824745129151e-07,6.388937219997224e-07,360.0,214.23042121099644,10.0,6.495983097702272e-05,3.8657530922137084e-05,1.8042908877962164e-06,0.00010542165278695521,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #51-51,2026-04-06T18:57:21,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.657325629144907,4.4294548678173906e-07,6.745748669075373e-07,360.0,226.28352163644823,10.0,6.791899465024469e-05,4.2692811938138675e-05,1.8864273248861174e-06,0.00011249823391326977,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #52-52,2026-04-06T18:57:21,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6570152137428522,4.3958518048397855e-07,6.696671781507167e-07,360.0,243.93534418384084,10.0,6.546585503965606e-05,4.43605910476208e-05,1.8183452801571966e-06,0.00011164479136743441,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #53-53,2026-04-06T18:57:22,distilbert,4672a33e-ac70-43c1-ac2c-3608ed395be8,0.6571780759841204,4.15439836023226e-07,6.328496096515199e-07,360.0,209.74763834189181,10.0,6.551841590553536e-05,3.817419720064663e-05,1.8198015013088758e-06,0.00010551241460749101,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
