timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-04-06T14:20:01,distilbert,670794c7-ca2b-4bb1-9b0d-daf62142c254,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,276.9157864097506,0.00018259794626617468,6.593988325244326e-07,360.0,232.83658575077783,10.0,0.027686273231357333,0.01792045878080728,0.0007690570728180724,0.04637578908498269,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
