timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-04-06T17:06:19,distilbert,e198b68f-3a3e-4e29-8877-c04d3bb951ca,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,277.64038422703743,0.0001832867626602539,6.601588712338518e-07,360.0,235.3886809942041,10.0,0.027757347186468537,0.018022354695645504,0.0007710311409758611,0.046550733023089916,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
