timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-04-06T17:17:13,distilbert,1aed7e13-0d4a-4e56-9101-60da6a7aef79,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,277.69204483926296,0.00018285906561072855,6.584958734290471e-07,360.0,232.95577054743922,10.0,0.027762607930041847,0.01790832154887312,0.0007711780718372514,0.04644210755075222,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
