run_num,model,batch_size,step,step_end_time_s,loss,step_time_ns,forward_time_ns,backward_time_ns,optimizer_time_ns
1,DistilBert,64,1,0.780120532,10.482891082763672,778942192,321994054,423822415,32938100
1,DistilBert,64,2,1.426829475,10.094504356384277,646018951,226993919,406695479,11940457
1,DistilBert,64,3,2.07539834,9.143301010131836,647850613,228637047,407152407,11795805
1,DistilBert,64,4,2.728976792,9.2688570022583,653018952,229945170,410938843,11845495
1,DistilBert,64,5,3.377638699,8.955948829650879,648203958,229263288,406164029,12374654
1,DistilBert,64,6,4.02715428,8.804849624633789,648842190,230625732,405710812,12075539
1,DistilBert,64,7,4.683856636,8.495380401611328,656123076,230018651,413951115,11869696
1,DistilBert,64,8,5.332473442,7.987024307250977,648057846,230137833,405726752,11863416
1,DistilBert,64,9,5.976796134,7.619115352630615,643810953,229539982,402146710,11848526
1,DistilBert,64,10,6.626699382,7.048880577087402,649460251,228440374,408836996,11894427
1,DistilBert,64,11,7.268388318,6.426627159118652,641218408,231468976,397490490,11953947
1,DistilBert,64,12,7.91911785,6.0003767013549805,650191503,225913280,411926409,12018598
1,DistilBert,64,13,8.567595524,5.670833587646484,647961945,228682458,407134606,11855595
1,DistilBert,64,14,9.216835521,5.1503095626831055,648783529,228884501,407517603,11961547
1,DistilBert,64,15,9.875011292,4.752470016479492,657490039,230196314,414970572,11988767
1,DistilBert,64,16,10.524937071,4.185277938842773,649350819,229596844,407636655,11826344
1,DistilBert,64,17,11.174413232,3.764716148376465,648913542,228889232,407676866,12020177
1,DistilBert,64,18,11.836012152,3.3490495681762695,660959089,230274075,418323111,12023118
1,DistilBert,64,19,12.485228949,2.9392080307006836,648660677,230627302,405892505,11860116
1,DistilBert,64,20,13.136518121,2.5566534996032715,650847215,229317649,408717003,12370685
1,DistilBert,64,21,13.790296757,2.214118242263794,653129514,229959360,410968462,11850105
1,DistilBert,64,22,14.443108255,1.9862573146820068,652359461,229668795,410454454,11926466
1,DistilBert,64,23,15.092975932,1.6178009510040283,649296117,229420581,407771268,11817134
1,DistilBert,64,24,15.74805886,1.294649362564087,654523788,230275155,411905049,12028668
1,DistilBert,64,25,16.400732056,1.0522782802581787,652050545,230281935,409661370,11818425
1,DistilBert,64,26,17.051393938,0.838986873626709,650204914,229884349,408090763,11898427
1,DistilBert,64,27,17.707527484,0.6694973111152649,655603847,230390707,413084049,11846896
1,DistilBert,64,28,18.362593282,0.5263320803642273,654617550,230337566,411438011,12386245
1,DistilBert,64,29,19.016598111,0.41285640001296997,653322047,230529059,410643707,11803374
1,DistilBert,64,30,19.6671437,0.31970110535621643,650101352,230459359,407574164,11790334
1,DistilBert,64,31,20.321118859,0.24924135208129883,653530251,230100013,411122666,12006157
1,DistilBert,64,32,20.975643067,0.1933949589729309,653961909,230587661,411276738,11795695
1,DistilBert,64,33,21.626896819,0.1517173945903778,650675792,230940577,407465563,11955646
1,DistilBert,64,34,22.281463978,0.12013421952724457,653953199,230610262,411217827,11821934
1,DistilBert,64,35,22.936254211,0.09632175415754318,654334465,231190861,411020514,11845156
1,DistilBert,64,36,23.595746915,0.0786200761795044,659051857,230880006,415868588,11981727
1,DistilBert,64,37,24.245865257,0.06541310995817184,649577463,231804642,405705742,11782373
1,DistilBert,64,38,24.897289561,0.055193282663822174,650983377,227914174,410926452,11865885
1,DistilBert,64,39,25.552488201,0.04738002270460129,654744512,228329912,413647519,12343193
1,DistilBert,64,40,26.200997985,0.0411812998354435,647840192,229235398,406391773,11824095
1,DistilBert,64,41,26.850990315,0.03618304058909416,649541052,228962053,408447289,11834145
1,DistilBert,64,42,27.506920867,0.03222673386335373,655472474,230081862,413064499,11999348
1,DistilBert,64,43,28.159654855,0.029193172231316566,652152638,229411151,410609387,11844885
1,DistilBert,64,44,28.810258115,0.026489706709980965,650038660,229158326,408764725,11842245
1,DistilBert,64,45,29.473158098,0.024206725880503654,662385794,230715133,419566212,11832425
1,DistilBert,64,46,30.122340264,0.02232741191983223,648741698,229445151,406928813,12037158
1,DistilBert,64,47,30.773948962,0.02070286124944687,651059678,228599137,410331391,11837945
1,DistilBert,64,48,31.423928232,0.01941545680165291,649545772,228994174,408466749,11802595
1,DistilBert,64,49,32.075537909,0.018094204366207123,651152419,228665058,410150639,12012058
1,DistilBert,64,50,32.727303419,0.017048349604010582,651226581,229567983,409509708,11868175
1,DistilBert,64,51,33.383389035,0.01620807684957981,655632018,230155364,413387055,11812235
1,DistilBert,64,52,34.036299105,0.015355184674263,652461202,229385081,410934162,11858665
1,DistilBert,64,53,34.688279499,0.014546813443303108,651539946,229562153,409283044,12276403
1,DistilBert,64,54,35.346834418,0.01391192339360714,657894167,231349004,414412622,11762214
1,DistilBert,64,55,35.999768798,0.013312745839357376,652474512,231059629,409270663,11867515
1,DistilBert,64,56,36.652567396,0.012734252959489822,652346240,229256627,410951613,11843315
1,DistilBert,64,57,37.304558061,0.012368917465209961,651548497,230077362,409171311,11982487
1,DistilBert,64,58,37.958890366,0.011831391602754593,653768135,230643672,410974812,11862986
1,DistilBert,64,59,38.612633551,0.01142687164247036,653151465,229456011,411674635,11740673
1,DistilBert,64,60,39.271531865,0.011001147329807281,658384385,230436699,415831567,11836536
1,DistilBert,64,61,39.922212066,0.010796761140227318,650226403,230481239,407645215,11821694
