run_num,model,batch_size,sample_interval_ms,runtime_ns,runtime_s,steps_completed,forward_time_mean_ns,forward_time_stdev_ns,backward_time_mean_ns,backward_time_stdev_ns,optimizer_time_mean_ns,optimizer_time_stdev_ns
3,DistilBert,64,500,278537523532,278.537523532,425,231914180.73882353,4427034.676631344,410877227.82117647,3690535.841053806,11832626.691764707,1010165.1492658578
