run_num,model,batch_size,sample_interval_ms,runtime_ns,runtime_s,steps_completed,forward_time_mean_ns,forward_time_stdev_ns,backward_time_mean_ns,backward_time_stdev_ns,optimizer_time_mean_ns,optimizer_time_stdev_ns
2,DistilBert,64,500,278558842051,278.558842051,425,232174838.53882352,4500948.8535210425,410598991.12,3357353.093829144,11879936.821176471,1028134.4412552528
