run_num,model,batch_size,timestamp_ns,time_since_start_s,step,state,process_cpu_percent,process_memory_rss_bytes,gpu_util_pct,gpu_mem_used_mb
2,DistilBert,64,11427343263297188,0.501094898,1,backward,99.5,1290334208,99,22391.25
2,DistilBert,64,11427343765019186,1.002816896,2,forward,101.8,1394008064,81,22393.25
2,DistilBert,64,11427344266150403,1.503948113,3,forward,99.8,1394782208,98,26209.25
2,DistilBert,64,11427344767322242,2.005119952,3,backward,99.8,1394835456,100,26209.25
2,DistilBert,64,11427345268494471,2.506292181,4,backward,99.8,1395376128,100,26209.25
2,DistilBert,64,11427345769580118,3.007377828,5,backward,101.8,1395408896,99,26209.25
2,DistilBert,64,11427346270831047,3.508628757,6,forward,99.8,1395412992,99,26209.25
2,DistilBert,64,11427346771945855,4.009743565,6,backward,99.7,1395412992,100,26209.25
2,DistilBert,64,11427347273382638,4.511180348,7,backward,102.5,1395425280,100,26209.25
2,DistilBert,64,11427347780743425,5.018541135,8,backward,99.7,1395425280,99,26209.25
2,DistilBert,64,11427348282423653,5.520221363,9,forward,99.8,1395429376,98,26209.25
2,DistilBert,64,11427348783448878,6.021246588,10,forward,99.8,1395433472,100,26209.25
2,DistilBert,64,11427349284508405,6.522306115,10,backward,99.8,1395433472,100,26209.25
2,DistilBert,64,11427349785603572,7.023401282,11,backward,99.8,1395437568,100,26209.25
2,DistilBert,64,11427350286897712,7.524695422,12,backward,101.8,1395441664,99,26209.25
2,DistilBert,64,11427350787986620,8.02578433,13,forward,99.7,1395441664,100,26209.25
2,DistilBert,64,11427351289256340,8.52705405,13,backward,99.8,1395441664,100,26209.25
2,DistilBert,64,11427351790256265,9.028053975,14,backward,99.8,1395445760,100,26209.25
2,DistilBert,64,11427352291344502,9.529142212,15,backward,101.7,1395453952,100,26209.25
2,DistilBert,64,11427352792868507,10.030666217,16,forward,99.7,1395453952,100,26209.25
2,DistilBert,64,11427353294142757,10.531940467,16,backward,99.7,1395453952,100,26209.25
2,DistilBert,64,11427353795555730,11.03335344,17,backward,101.7,1395453952,100,26209.25
2,DistilBert,64,11427354297014913,11.534812623,18,backward,99.7,1395453952,100,26209.25
2,DistilBert,64,11427354798471847,12.036269557,19,forward,101.7,1395453952,100,26209.25
2,DistilBert,64,11427355300093414,12.537891124,20,forward,99.8,1395453952,100,26209.25
2,DistilBert,64,11427355801207001,13.039004711,20,backward,99.8,1395453952,100,26209.25
2,DistilBert,64,11427356302352339,13.540150049,21,backward,99.8,1395470336,100,26209.25
2,DistilBert,64,11427356803388615,14.041186325,22,forward,101.8,1395470336,99,26209.25
2,DistilBert,64,11427357304511192,14.542308902,23,forward,99.7,1395470336,100,26209.25
2,DistilBert,64,11427357805782033,15.043579743,23,backward,99.8,1395478528,100,26209.25
2,DistilBert,64,11427358307066013,15.544863723,24,backward,101.5,1395478528,100,26209.25
2,DistilBert,64,11427358809245109,16.047042819,25,backward,99.8,1395478528,99,26209.25
2,DistilBert,64,11427359310304576,16.548102286,26,forward,99.7,1395478528,99,26209.25
2,DistilBert,64,11427359811691938,17.049489648,26,backward,101.0,1395478528,100,26209.25
2,DistilBert,64,11427360316741204,17.554538914,27,backward,99.7,1395478528,100,26209.25
2,DistilBert,64,11427360818236219,18.056033929,28,backward,102.5,1395478528,100,26209.25
2,DistilBert,64,11427361325890511,18.563688221,29,forward,99.8,1395478528,99,26209.25
2,DistilBert,64,11427361826915547,19.064713257,30,forward,99.8,1395478528,100,26209.25
2,DistilBert,64,11427362328024444,19.565822154,30,backward,101.8,1395478528,100,26209.25
2,DistilBert,64,11427362829206543,20.067004253,31,backward,100.3,1395511296,100,26209.25
2,DistilBert,64,11427363337810932,20.575608642,32,forward,99.8,1395511296,99,26209.25
2,DistilBert,64,11427363838847528,21.076645238,33,forward,99.8,1395511296,99,26209.25
2,DistilBert,64,11427364339965366,21.577763076,33,backward,103.8,1395511296,100,26209.25
2,DistilBert,64,11427364841102593,22.078900303,34,backward,99.8,1395511296,100,26209.25
2,DistilBert,64,11427365342318492,22.580116202,35,backward,99.7,1395511296,99,26209.25
2,DistilBert,64,11427365843786126,23.081583836,36,forward,99.7,1395511296,99,26209.25
2,DistilBert,64,11427366345513074,23.583310784,36,backward,99.8,1395511296,100,26209.25
2,DistilBert,64,11427366846616742,24.084414452,37,backward,99.8,1395515392,100,26209.25
2,DistilBert,64,11427367347721239,24.585518949,38,backward,101.7,1395515392,99,26209.25
2,DistilBert,64,11427367849071270,25.08686898,39,forward,101.7,1395515392,99,26209.25
2,DistilBert,64,11427368350708367,25.588506077,39,optimizer,99.7,1395515392,100,26209.25
2,DistilBert,64,11427368852271402,26.090069112,40,backward,99.7,1395515392,100,26209.25
2,DistilBert,64,11427369354004481,26.591802191,41,backward,99.5,1395515392,100,26209.25
2,DistilBert,64,11427369856599624,27.094397334,42,forward,99.8,1395515392,99,26209.25
2,DistilBert,64,11427370357636070,27.59543378,43,forward,101.8,1395515392,100,26209.25
2,DistilBert,64,11427370858756418,28.096554128,43,backward,99.8,1395515392,100,26209.25
2,DistilBert,64,11427371360039068,28.597836778,44,backward,99.8,1395519488,100,26209.25
2,DistilBert,64,11427371861071934,29.098869644,45,backward,101.8,1395519488,99,26209.25
2,DistilBert,64,11427372362117331,29.599915041,46,forward,99.8,1395519488,100,26209.25
2,DistilBert,64,11427372863194747,30.100992457,46,backward,99.8,1395519488,100,26209.25
2,DistilBert,64,11427373364270644,30.602068354,47,backward,99.8,1395519488,100,26209.25
2,DistilBert,64,11427373865372982,31.103170692,48,backward,99.8,1395535872,100,26209.25
2,DistilBert,64,11427374366562180,31.60435989,49,forward,101.7,1395535872,100,26209.25
2,DistilBert,64,11427374868032884,32.105830594,49,backward,99.7,1395535872,100,26209.25
2,DistilBert,64,11427375369454687,32.607252397,50,backward,99.7,1395535872,100,26209.25
