timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-04-06T16:54:49,distilbert,3a3f90e0-65f4-4c12-a78e-05befdad8bbc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,280.86935253441334,0.00018453738516404839,6.570221474820328e-07,360.0,229.17416201649434,10.0,0.028083470357581974,0.018004801903828138,0.0007800908700511275,0.04686836313146124,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
