run_num,model,batch_size,sample_interval_ms,runtime_ns,runtime_s,steps_completed,forward_time_mean_ns,forward_time_stdev_ns,backward_time_mean_ns,backward_time_stdev_ns,optimizer_time_mean_ns,optimizer_time_stdev_ns
3,DistilBert,32,500,282419074459,282.419074459,850,107756213.43411765,2971880.4947362687,212010175.94117647,2700193.0792273674,11830681.97882353,715174.4011495124
