run_num,model,batch_size,sample_interval_ms,runtime_ns,runtime_s,steps_completed,forward_time_mean_ns,forward_time_stdev_ns,backward_time_mean_ns,backward_time_stdev_ns,optimizer_time_mean_ns,optimizer_time_stdev_ns
1,DistilBert,32,500,281971408734,281.971408734,850,107585489.64588235,3219000.727001584,211607321.66235295,2481363.1860341243,11867187.53882353,732187.0574881084
