run_num,model,batch_size,step,step_end_time_s,loss,step_time_ns,forward_time_ns,backward_time_ns,optimizer_time_ns
2,DistilBert,32,1,0.462399735,10.48458480834961,461434328,199113857,229194223,32962776
2,DistilBert,32,2,0.783584365,9.916074752807617,320635080,103383166,205124642,11806127
2,DistilBert,32,3,1.107341668,8.694461822509766,323269215,104816420,205816345,12281134
2,DistilBert,32,4,1.432029059,8.859315872192383,324128151,105632915,206307302,11817226
2,DistilBert,32,5,1.757999172,8.54509162902832,325575256,105911600,207434703,11943958
2,DistilBert,32,6,2.081565742,8.298198699951172,323124633,105219467,205743913,11880178
2,DistilBert,32,7,2.40491136,8.170364379882812,322906150,104481384,206363224,11800887
2,DistilBert,32,8,2.728988729,7.31205940246582,323676162,105132756,206339484,11899828
2,DistilBert,32,9,3.055164926,6.841696739196777,325754320,105074625,208542212,11880318
2,DistilBert,32,10,3.386669875,6.148429870605469,331124453,105826577,213083651,11931359
2,DistilBert,32,11,3.711598699,5.643638610839844,324462296,105866848,206532767,11809296
2,DistilBert,32,12,4.038631941,5.148467540740967,326637765,106194686,208140055,12005590
2,DistilBert,32,13,4.362645409,4.966241836547852,323563630,105076305,206375765,11849257
2,DistilBert,32,14,4.68737447,4.130439281463623,324342144,105211037,207015166,11856467
2,DistilBert,32,15,5.013996715,3.4270169734954834,326238958,106405419,207127976,12306405
2,DistilBert,32,16,5.339970698,2.9844436645507812,325388513,106153303,207024355,11865587
2,DistilBert,32,17,5.664362483,2.537914752960205,323920037,104869852,206932524,11857496
2,DistilBert,32,18,5.990454988,2.090350389480591,325647688,105783487,207528954,12023511
2,DistilBert,32,19,6.318728691,1.6626473665237427,327828056,106299676,209481829,11773766
2,DistilBert,32,20,6.643570193,1.3063238859176636,324400255,105245508,207080227,11813416
2,DistilBert,32,21,6.96918537,1.025667428970337,325234290,105517754,207467863,11956519
2,DistilBert,32,22,7.298102414,0.7883166074752808,328475516,106649213,209682012,11882307
2,DistilBert,32,23,7.623045589,0.5998103022575378,324562028,105088806,207434413,11782506
2,DistilBert,32,24,7.949628463,0.4514910578727722,326199557,105597715,208232996,12051051
2,DistilBert,32,25,8.280661994,0.33464765548706055,330511182,106776945,211638326,11828617
2,DistilBert,32,26,8.605906174,0.25093644857406616,324834843,105516912,207187709,11865206
2,DistilBert,32,27,8.933898252,0.18448229134082794,327600522,106929148,208550282,11863677
2,DistilBert,32,28,9.260955034,0.13728153705596924,326676366,106186465,207723537,12330336
2,DistilBert,32,29,9.586995117,0.10451234877109528,325497244,106260675,207125797,11786405
2,DistilBert,32,30,9.915967433,0.07906792312860489,328579619,106735014,209762954,11815616
2,DistilBert,32,31,10.242039207,0.061550505459308624,325672417,106101323,207491313,11820487
2,DistilBert,32,32,10.569352754,0.04854073375463486,326925930,106323936,208278917,12002200
2,DistilBert,32,33,10.897869551,0.04004208743572235,328079949,106155814,209810954,11846906
2,DistilBert,32,34,11.224433264,0.03264767304062843,326112426,105750797,208305397,11793087
2,DistilBert,32,35,11.553088184,0.027912884950637817,328259293,107243604,208988819,11765466
2,DistilBert,32,36,11.880820757,0.023784175515174866,327344446,106509070,208640134,11894227
2,DistilBert,32,37,12.207499142,0.020615706220269203,326220907,106145114,208036313,11782525
2,DistilBert,32,38,12.537605737,0.01836257427930832,329723368,107066970,210586077,11808656
2,DistilBert,32,39,12.864018338,0.016031574457883835,326033534,105712266,208204177,11859188
2,DistilBert,32,40,13.193538552,0.014600764960050583,329130407,107147491,209762934,11890418
2,DistilBert,32,41,13.52035611,0.013301006518304348,326305499,106512770,207783209,11739795
2,DistilBert,32,42,13.847335001,0.01198369450867176,326595624,106271996,208211105,11858297
2,DistilBert,32,43,14.177019348,0.011215097270905972,329286201,107165741,210027359,11832577
