run_num,model,batch_size,timestamp_ns,time_since_start_s,step,state,process_cpu_percent,process_memory_rss_bytes,gpu_util_pct,gpu_mem_used_mb
3,DistilBert,32,11428969354593391,0.5010943,2,forward,99.5,1392709632,79,11739.25
3,DistilBert,32,11428969855883365,1.002384274,3,backward,99.7,1393774592,99,13649.25
3,DistilBert,32,11428970357201309,1.503702218,5,forward,99.8,1393913856,99,13649.25
3,DistilBert,32,11428970858222808,2.004723717,6,backward,99.8,1393913856,99,13649.25
3,DistilBert,32,11428971359188605,2.505689514,8,forward,99.8,1394159616,99,13649.25
3,DistilBert,32,11428971860213425,3.006714334,9,backward,101.6,1394167808,99,13649.25
3,DistilBert,32,11428972361917285,3.508418194,11,forward,99.8,1394176000,99,13649.25
3,DistilBert,32,11428972862894333,4.009395242,12,backward,99.8,1394192384,99,13649.25
3,DistilBert,32,11428973363962273,4.510463182,14,forward,101.8,1394192384,99,13649.25
3,DistilBert,32,11428973864845589,5.011346498,15,backward,99.8,1394192384,99,13649.25
3,DistilBert,32,11428974365777906,5.512278815,17,backward,99.8,1394192384,99,13649.25
3,DistilBert,32,11428974866678333,6.013179242,18,backward,99.7,1394192384,99,13649.25
3,DistilBert,32,11428975367963547,6.514464456,20,backward,101.7,1394192384,99,13649.25
3,DistilBert,32,11428975869238340,7.015739249,21,backward,99.7,1394196480,99,13649.25
3,DistilBert,32,11428976370569584,7.517070493,23,backward,99.7,1394200576,99,13649.25
3,DistilBert,32,11428976871839937,8.018340846,24,backward,101.7,1394200576,99,13649.25
3,DistilBert,32,11428977373407546,8.519908455,26,backward,99.7,1394200576,99,13649.25
3,DistilBert,32,11428977874701739,9.021202648,28,forward,101.8,1394204672,99,13649.25
3,DistilBert,32,11428978375648347,9.522149256,29,backward,99.7,1394204672,99,13649.25
3,DistilBert,32,11428978877123023,10.023623932,31,forward,99.8,1394204672,99,13649.25
3,DistilBert,32,11428979378040721,10.52454163,32,backward,99.8,1394208768,99,13649.25
3,DistilBert,32,11428979879056789,11.025557698,34,forward,99.8,1394208768,99,13649.25
3,DistilBert,32,11428980379993307,11.526494216,35,backward,101.8,1394216960,99,13649.25
3,DistilBert,32,11428980881013036,12.027513945,37,forward,99.8,1394216960,99,13649.25
3,DistilBert,32,11428981381935373,12.528436282,38,backward,99.8,1394216960,99,13649.25
3,DistilBert,32,11428981882865110,13.029366019,40,forward,99.8,1394225152,100,13649.25
3,DistilBert,32,11428982383974060,13.530474969,41,backward,99.7,1394225152,99,13649.25
3,DistilBert,32,11428982885299604,14.031800513,43,forward,99.7,1394233344,100,13649.25
3,DistilBert,32,11428983386704860,14.533205769,44,backward,101.7,1394233344,99,13649.25
3,DistilBert,32,11428983888044414,15.034545323,46,forward,99.7,1394245632,100,13649.25
3,DistilBert,32,11428984389351028,15.535851937,47,backward,99.7,1394245632,99,13649.25
3,DistilBert,32,11428984890667512,16.037168421,49,forward,99.8,1394245632,100,13649.25
3,DistilBert,32,11428985391605710,16.538106619,50,backward,103.8,1394245632,99,13649.25
3,DistilBert,32,11428985892558917,17.039059826,52,backward,99.8,1394245632,100,13649.25
3,DistilBert,32,11428986393494354,17.539995263,53,backward,99.8,1394245632,99,13649.25
