task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size,tracking_mode,on_cloud
Steps #1-2,2026-04-06T18:45:46,distilbert,588d2f98-3341-40ff-aaba-8b27b0830b90,0.7898293156176805,4.918266716643506e-07,6.231550181515562e-07,360.0,199.9376987701952,10.0,7.889980226755141e-05,4.382197950292266e-05,2.19117841269407e-06,0.00012491296018316814,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #3-4,2026-04-06T18:45:47,distilbert,588d2f98-3341-40ff-aaba-8b27b0830b90,0.6487933564931154,4.117167621096568e-07,6.351582260202503e-07,360.0,205.84982186500451,10.0,6.537036988884211e-05,3.738086324034384e-05,1.8156040822052295e-06,0.00010456683721139117,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #5-6,2026-04-06T18:45:47,distilbert,588d2f98-3341-40ff-aaba-8b27b0830b90,0.6550543755292892,4.3512187308999133e-07,6.647616874033948e-07,360.0,238.07279306945028,10.0,6.542589496821166e-05,4.326809016674815e-05,1.8172261098192798e-06,0.00011051121124477906,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #7-8,2026-04-06T18:45:48,distilbert,588d2f98-3341-40ff-aaba-8b27b0830b90,0.6497535333037376,4.095550536000432e-07,6.307913971030861e-07,360.0,207.4302911630058,10.0,6.484961602836847e-05,3.736697433254221e-05,1.8012213003304271e-06,0.00010401781166124112,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #9-10,2026-04-06T18:45:48,distilbert,588d2f98-3341-40ff-aaba-8b27b0830b90,0.6488503757864237,4.3735217644456036e-07,6.745159016198747e-07,360.0,246.545461311422,10.0,6.485757678747177e-05,4.4418646652388816e-05,1.8014349095109444e-06,0.00011107765834937155,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #11-12,2026-04-06T18:45:49,distilbert,588d2f98-3341-40ff-aaba-8b27b0830b90,0.6498883720487356,4.0818941555362497e-07,6.285431321914119e-07,360.0,205.4077339887445,10.0,6.486057210713627e-05,3.7008918496894694e-05,1.8014795767764252e-06,0.00010367097018080737,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #13-14,2026-04-06T18:45:50,distilbert,588d2f98-3341-40ff-aaba-8b27b0830b90,0.653840571641922,4.3826033195969076e-07,6.710107111350476e-07,360.0,245.6620810953953,10.0,6.508549917489287e-05,4.4415035532097136e-05,1.8077748051534094e-06,0.00011130830951214352,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #15-16,2026-04-06T18:45:50,distilbert,588d2f98-3341-40ff-aaba-8b27b0830b90,0.6504860650748014,4.089054230883861e-07,6.291209562379412e-07,360.0,204.72425065004188,10.0,6.505137942731378e-05,3.6994751816621374e-05,1.8066888157692217e-06,0.00010385282005970437,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #17-18,2026-04-06T18:45:51,distilbert,588d2f98-3341-40ff-aaba-8b27b0830b90,0.6500700078904629,4.372656208254038e-07,6.731043899045816e-07,360.0,242.33354375240853,10.0,6.529077384620908e-05,4.395142404689523e-05,1.8134772674077078e-06,0.00011105567516051212,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #19-20,2026-04-06T18:45:52,distilbert,588d2f98-3341-40ff-aaba-8b27b0830b90,0.6528665758669376,4.09549730959318e-07,6.279269366485241e-07,360.0,204.35172433408465,10.0,6.519641708582638e-05,3.700919627647181e-05,1.8108464673989354e-06,0.00010401645982969707,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
