task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_size,tracking_mode,on_cloud
Steps #1-2,2026-04-06T18:33:25,distilbert,ba43f262-068f-4266-abe2-5191ce67d919,0.7792576421052217,4.850121102355831e-07,6.22625559444729e-07,360.0,200.37548349834267,10.0,7.774663101881742e-05,4.327642351142913e-05,2.159159661581119e-06,0.0001231822141918277,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #3-4,2026-04-06T18:33:26,distilbert,ba43f262-068f-4266-abe2-5191ce67d919,0.6444803923368454,4.091892432096794e-07,6.355002671783157e-07,360.0,210.63503970320943,10.0,6.443360596895218e-05,3.770169682582036e-05,1.7896012196110357e-06,0.00010392490401438359,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #5-6,2026-04-06T18:33:27,distilbert,ba43f262-068f-4266-abe2-5191ce67d919,0.6476283855736256,4.351205128368707e-07,6.723031132855292e-07,360.0,245.4751717224723,10.0,6.463880240917207e-05,4.407670193273816e-05,1.795361429038975e-06,0.00011051086577094918,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #7-8,2026-04-06T18:33:27,distilbert,ba43f262-068f-4266-abe2-5191ce67d919,0.6466410383582115,4.0957399081279053e-07,6.338346536469999e-07,360.0,209.23069049626196,10.0,6.465104874223468e-05,3.757586338792862e-05,1.7957091590182649e-06,0.00010402262128918156,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #9-10,2026-04-06T18:33:28,distilbert,ba43f262-068f-4266-abe2-5191ce67d919,0.650245662778616,4.359428236707395e-07,6.709012957443954e-07,360.0,244.24295705333049,10.0,6.489093005657197e-05,4.402642411349689e-05,1.8023601370967104e-06,0.00011071971430716551,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #11-12,2026-04-06T18:33:29,distilbert,ba43f262-068f-4266-abe2-5191ce67d919,0.6492232047021389,4.1000066700211957e-07,6.319875266683106e-07,360.0,207.91329201681955,10.0,6.486594472080467e-05,3.74633633057897e-05,1.8016794592969945e-06,0.00010413098748589147,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #13-14,2026-04-06T18:33:29,distilbert,ba43f262-068f-4266-abe2-5191ce67d919,0.6605945322662592,4.372796311452627e-07,6.624333604061251e-07,360.0,236.05354042799084,10.0,6.596941705793141e-05,4.325753460676651e-05,1.832281803298328e-06,0.00011105923346799629,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #15-16,2026-04-06T18:33:30,distilbert,ba43f262-068f-4266-abe2-5191ce67d919,0.6490897312760353,4.0868652360155595e-07,6.300393478653993e-07,360.0,205.66162110488182,10.0,6.491094231605532e-05,3.708336299723669e-05,1.8029191789941651e-06,0.00010379722449228618,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #17-18,2026-04-06T18:33:31,distilbert,ba43f262-068f-4266-abe2-5191ce67d919,0.6493922788649797,4.3787320395335333e-07,6.747872485733695e-07,360.0,247.32816880486635,10.0,6.485210135579106e-05,4.4556702306408624e-05,1.8011840060353285e-06,0.00011120998766823509,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
Steps #19-20,2026-04-06T18:33:31,distilbert,ba43f262-068f-4266-abe2-5191ce67d919,0.6549073047935963,4.094563617422834e-07,6.256521945863742e-07,360.0,204.4265822623739,10.0,6.517306473106152e-05,3.700947405604893e-05,1.8102073524561192e-06,0.00010399274613956638,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,4,machine,N
