timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-04-06T14:31:55,distilbert,b1018df4-3c76-468e-b36c-767d2b03623a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,285.2121519483626,0.00018690478195167916,6.553184381341442e-07,360.0,233.38923405163314,10.0,0.028517455192282794,0.01816002813912121,0.000792145566450846,0.047469628897854846,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.14.2,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
