step,mean_forward_time_ms,std_forward_time_ms,mean_backward_time_ms,std_backward_time_ms,mean_optimizer_time_ms,std_optimizer_time_ms
1,320.355588,2.5966693422220724,420.5645200000001,5.454581477940253,32.79548233333333,0.24666346266995498
2,226.34107233333336,1.9344912712034457,403.34492299999994,4.668108152461451,12.169962333333332,0.2025015089359418
3,228.67120266666666,1.6698605056639635,408.259626,2.841576880850315,11.905724666666666,0.10207517186041519
4,229.5695353333333,1.8318523788224088,408.18561066666666,2.5118674669437513,11.889241333333333,0.0565664944143913
5,229.24984000000003,1.2713803433500923,406.666451,1.144099746082915,12.053300333333333,0.279898342975326
6,229.25036966666667,2.7774477800557,406.561766,0.8831722698386951,11.967855666666667,0.11596959646533717
7,229.18839166666666,1.1706553388151184,408.54178333333334,5.405276573558868,11.886831,0.03364033975749962
8,229.71472466666668,0.9208612728757405,408.14565366666665,3.5537926229852483,12.145178666666666,0.24401442758643
9,229.95480833333332,1.5604773931083715,405.7020676666666,3.8222391175456676,11.792496333333332,0.05168304258007007
10,229.13461466666664,1.679611797389301,409.6320196666666,2.317848774117128,11.862090666666667,0.04908735458683168
11,230.40919,1.2459535539770386,405.7168423333333,7.690376107006479,11.910524666666666,0.062112743735350584
12,228.607712,3.0923888823315866,409.6033916666667,2.2309883303552556,11.891664333333333,0.11420179617822745
13,230.09629466666664,1.3528439631399947,407.46035166666667,1.6583629899905117,11.926875,0.06809945914616368
14,230.10322466666665,1.3470928885271112,410.5142553333333,4.224483731181178,12.02707,0.2141483438857278
15,231.08822866666665,2.071783373793057,411.118405,3.5844838281695455,11.894080666666667,0.11974429285913109
16,231.17447033333335,2.3752729962516597,406.977773,3.73906994485515,11.890571333333332,0.05763700014169081
17,229.88102800000001,1.3133280030883436,410.71404566666666,2.7075286703036623,11.848043333333331,0.15070439914061395
18,231.10728200000003,0.9197653381797997,414.340285,4.092329599816078,11.946911666666667,0.08359618017788485
19,230.83598066666664,1.3129491588577669,406.25858100000005,0.4721972377693292,11.814773333333335,0.0571885639034002
20,230.198933,0.7694160133120471,409.7514143333333,3.4616955896671957,12.173059666666667,0.17204754722556598
21,229.64924700000003,1.9766196701406737,409.47300966666666,1.8565757723008134,11.836703,0.013184658812422909
22,230.09000766666668,0.42532240361911694,408.875716,1.9366762181459323,11.827879666666666,0.08554258319885638
23,230.250371,0.7292497590291032,411.67529199999996,4.271675208646021,11.909574333333333,0.08775528696513613
24,230.48129433333335,0.3035341064614166,411.8218846666667,4.057178815977207,11.865350666666666,0.14150553893870457
25,230.92402166666668,0.739092434188262,407.1833096666667,2.480423868612023,11.894737666666666,0.10576631361796368
26,230.20466933333333,0.5955600692057401,412.52513066666666,4.123941597633304,11.817406666666665,0.08360005239432163
27,229.67195733333332,0.9440794549625195,410.670644,2.166416272081836,11.797372666666666,0.06916805017009903
28,230.58725,0.38509011593651754,408.1116426666667,2.9277742301547827,12.073144333333333,0.27120404795159964
29,230.41868966666667,0.1575280576955434,412.2046176666667,1.4638978418135402,11.809445666666667,0.01630654814279599
30,231.28488566666667,0.8235139335568783,408.54926400000005,1.4306207526458636,11.961132,0.15095911209330828
31,230.13807166666666,0.8697847159966352,408.13469333333336,2.699464984393983,11.888740333333333,0.10175924249587022
32,230.381023,2.202225969452721,411.75514,0.5256945162772724,11.792959333333334,0.012599252133890921
33,230.337579,1.33798402333211,405.6710706666666,5.535447754165895,11.826919666666667,0.11169860809487893
34,230.230804,1.2573929870187754,410.0306796666667,2.714912685829914,11.958518666666665,0.12082511021030841
35,230.345559,1.8986567737292663,410.08171433333337,4.140517102803744,11.821959999999999,0.021722132422945736
36,230.03918033333335,1.12067567906791,412.4464249999999,3.081513382571781,11.831550333333334,0.14283691590178327
37,230.73970599999998,1.872786585501937,407.5367236666666,2.4023184270413407,11.852993333333332,0.06733708050051912
38,229.55966833333332,1.7081415638952004,407.89844566666665,3.3906185640709174,11.784246000000001,0.1202596565062445
39,228.844196,0.8391170447178378,411.2605343333334,3.251550973585562,11.986666,0.3153379371198459
40,230.00558,0.9374917687766682,408.7891816666666,2.909247462465213,11.8575,0.047620257968641465
41,230.361229,2.773668190208765,406.83426733333334,1.8657034457968746,11.784832666666667,0.043325077776425386
42,230.07508099999998,0.12317656758896735,409.70688733333327,3.8177139889478893,11.860110666666666,0.12136505374420263
43,230.17834633333334,1.600443150446878,410.42787666666663,3.105990766718439,11.866454,0.18479996153408748
44,230.03296999999998,1.8851683830504506,410.0946443333334,2.334512348276702,11.873250666666666,0.1031623398645715
45,230.19290233333334,1.201976127317575,411.8554243333333,7.694517932629985,11.767178666666666,0.08968138899645473
46,230.76689933333333,1.5206018406566215,409.81277,2.6141708458681556,11.866287333333332,0.16081761626554872
47,230.57537333333335,2.0019533713092126,409.737911,5.193795283413067,11.775842333333332,0.054910941808835725
48,229.410533,0.6139132270060723,408.415195,3.728496323939182,11.909951333333334,0.10158859755077514
49,230.66708133333336,2.030090689400932,410.62569699999995,0.656352207269093,11.866583666666665,0.1264246351955714
50,230.500848,1.9618361786446468,404.30758599999996,4.873296623408434,11.794322666666668,0.07373975897935507
51,229.88786766666666,1.7889134446949528,412.082592,1.9951456742009888,11.814602666666666,0.03588912250715102
52,230.798621,2.2214620920745,410.3764693333333,3.4562409662928997,11.895737333333335,0.06298369000251848
53,230.73924266666666,2.044242695491496,412.8849806666667,3.826807373780025,11.964292333333333,0.27374217392709754
54,229.39304533333333,2.143095562382912,409.84388633333333,4.04051719498064,11.753535666666666,0.06747139211794366
55,230.27425099999996,0.7066734633895639,412.2207416666667,4.508270517238555,11.790952666666668,0.06631481986956816
56,230.67033433333336,1.7044618675231016,412.627882,1.704353457382291,11.880184,0.03762871750405484
57,230.21041333333335,0.16972738911952792,411.5063056666666,3.206723625076105,11.878383666666666,0.09114887308317882
58,230.47021099999998,0.2572986891668956,409.7391043333334,1.7328514621571975,11.802866333333332,0.0531940000407312
59,230.23553666666666,1.0196261880004591,410.8410666666667,0.730885461563129,11.748222,0.03244596632865185
60,230.40356333333332,0.2399625286254818,411.6296743333333,3.780414650889015,11.899765,0.17102549616065993
61,230.650071,0.14710961603172815,409.2515,1.6735828848936747,11.853250000000001,0.10297355394954513
