batch_size,phase,num_runs,mean_phase_time_ms,std_phase_time_ms
16,forward,3,51.139222632332746,0.20794857387227214
16,backward,3,104.88797598567785,0.49126623611246123
16,optimizer,3,11.817757244849911,0.02607024146468773
32,forward,3,107.69197843188064,0.23425673531038296
32,backward,3,211.7557934664311,0.20845928851192266
32,optimizer,3,11.829521202591284,0.020134192647045142
64,forward,3,231.79567229559748,0.14549205823025607
64,backward,3,410.8567505896226,0.28239726714690117
64,optimizer,3,11.821239158805032,0.03378307002877875
