run_num,model,batch_size,timestamp_ns,time_since_start_s,step,state,process_cpu_percent,process_memory_rss_bytes,gpu_util_pct,gpu_mem_used_mb
3,DistilBert,16,11428355455760101,0.501154737,3,forward,101.5,1383903232,80,7361.25
3,DistilBert,16,11428355957292524,1.00268716,6,forward,99.8,1384206336,98,7361.25
3,DistilBert,16,11428356458441050,1.503835686,9,backward,99.7,1384288256,99,7361.25
3,DistilBert,16,11428356960212877,2.005607513,12,backward,101.6,1384407040,98,7361.25
3,DistilBert,16,11428357461816701,2.507211337,15,backward,99.7,1384407040,99,7361.25
3,DistilBert,16,11428357963160181,3.008554817,18,backward,99.7,1384411136,98,7361.25
3,DistilBert,16,11428358464660613,3.510055249,21,backward,99.7,1384419328,99,7361.25
3,DistilBert,16,11428358966014303,4.011408939,24,backward,99.8,1384419328,98,7361.25
3,DistilBert,16,11428359467055097,4.512449733,27,backward,101.8,1384423424,99,7361.25
3,DistilBert,16,11428359968171213,5.013565849,30,backward,99.8,1384423424,98,7361.25
3,DistilBert,16,11428360469217987,5.514612623,33,backward,99.8,1384423424,99,7361.25
3,DistilBert,16,11428360970283112,6.015677748,36,backward,99.8,1384439808,98,7361.25
3,DistilBert,16,11428361471447478,6.516842114,39,backward,101.8,1384439808,99,7361.25
3,DistilBert,16,11428361972520283,7.017914919,42,backward,99.8,1384439808,99,7361.25
3,DistilBert,16,11428362473624058,7.519018694,45,backward,99.8,1384448000,99,7361.25
3,DistilBert,16,11428362974917986,8.020312622,48,backward,99.8,1384452096,99,7361.25
3,DistilBert,16,11428363475964140,8.521358776,51,backward,99.7,1384452096,99,7361.25
3,DistilBert,16,11428363977532924,9.02292756,54,backward,99.7,1384464384,99,7361.25
3,DistilBert,16,11428364478972955,9.524367591,57,backward,103.7,1384472576,99,7361.25
3,DistilBert,16,11428364980393386,10.025788022,60,backward,99.7,1384472576,99,7361.25
3,DistilBert,16,11428365481990660,10.527385296,63,backward,99.7,1384472576,99,7361.25
3,DistilBert,16,11428365983566334,11.02896097,66,optimizer,99.8,1384472576,99,7361.25
3,DistilBert,16,11428366484701990,11.530096626,69,optimizer,99.8,1384493056,99,7361.25
3,DistilBert,16,11428366985815965,12.031210601,73,forward,99.8,1384493056,99,7361.25
3,DistilBert,16,11428367486870290,12.532264926,76,forward,101.7,1384493056,99,7361.25
3,DistilBert,16,11428367988287481,13.033682117,79,forward,99.8,1384550400,99,7361.25
3,DistilBert,16,11428368489435037,13.534829673,82,forward,99.8,1384550400,98,7361.25
3,DistilBert,16,11428368990519332,14.035913968,85,forward,99.7,1384558592,99,7361.25
3,DistilBert,16,11428369492214408,14.537609044,88,forward,101.8,1384558592,98,7361.25
3,DistilBert,16,11428369993275882,15.038670518,91,forward,99.7,1384558592,99,7361.25
3,DistilBert,16,11428370494760864,15.5401555,94,forward,101.0,1384562688,99,7361.25
3,DistilBert,16,11428370999867250,16.045261886,97,backward,99.7,1384566784,99,7361.25
3,DistilBert,16,11428371501369132,16.546763768,100,backward,101.7,1384570880,99,7361.25
3,DistilBert,16,11428372002989056,17.048383692,103,backward,99.7,1384570880,99,7361.25
3,DistilBert,16,11428372504036711,17.549431347,106,backward,101.8,1384570880,99,7361.25
3,DistilBert,16,11428373005117796,18.050512432,109,backward,99.8,1384583168,99,7361.25
3,DistilBert,16,11428373506268572,18.551663208,112,backward,97.8,1384583168,99,7361.25
3,DistilBert,16,11428374007325496,19.052720132,115,backward,103.8,1384583168,99,7361.25
3,DistilBert,16,11428374508462252,19.553856888,118,backward,99.8,1384591360,99,7361.25
3,DistilBert,16,11428375009773191,20.055167827,121,backward,99.8,1384611840,99,7361.25
3,DistilBert,16,11428375510826976,20.556221612,124,backward,99.8,1384611840,99,7361.25
3,DistilBert,16,11428376011909721,21.057304357,127,backward,99.7,1384611840,99,7361.25
3,DistilBert,16,11428376513312941,21.558707577,130,backward,99.7,1384620032,99,7361.25
3,DistilBert,16,11428377014822804,22.06021744,133,backward,101.7,1384620032,99,7361.25
3,DistilBert,16,11428377516333697,22.561728333,136,backward,99.7,1384624128,99,7361.25
3,DistilBert,16,11428378017928851,23.063323487,139,backward,99.7,1384624128,99,7361.25
3,DistilBert,16,11428378519515574,23.56491021,142,backward,101.7,1384624128,99,7361.25
3,DistilBert,16,11428379020634850,24.066029486,145,backward,99.8,1384624128,99,7361.25
3,DistilBert,16,11428379521668144,24.56706278,148,backward,101.8,1384624128,99,7361.25
3,DistilBert,16,11428380022753619,25.068148255,151,backward,99.8,1384640512,99,7361.25
3,DistilBert,16,11428380523969516,25.569364152,154,backward,99.8,1384640512,99,7361.25
3,DistilBert,16,11428381025044331,26.070438967,157,backward,99.8,1384640512,99,7361.25
3,DistilBert,16,11428381526118685,26.571513321,160,backward,99.8,1384640512,99,7361.25
3,DistilBert,16,11428382027281022,27.072675658,163,backward,101.8,1384648704,99,7361.25
3,DistilBert,16,11428382528437038,27.573831674,166,backward,99.8,1384652800,99,7361.25
3,DistilBert,16,11428383029552224,28.07494686,169,backward,99.7,1384652800,99,7361.25
3,DistilBert,16,11428383530993275,28.576387911,172,backward,101.7,1384652800,99,7361.25
3,DistilBert,16,11428384032507608,29.077902244,175,backward,99.7,1384665088,99,7361.25
3,DistilBert,16,11428384533950779,29.579345415,178,backward,99.7,1384665088,99,7361.25
3,DistilBert,16,11428385035458301,30.080852937,181,backward,99.7,1384665088,99,7361.25
3,DistilBert,16,11428385536826461,30.582221097,184,backward,101.8,1384669184,99,7361.25
3,DistilBert,16,11428386037887826,31.083282462,187,backward,99.8,1384669184,99,7361.25
3,DistilBert,16,11428386538966601,31.584361237,190,backward,97.8,1384677376,98,7361.25
3,DistilBert,16,11428387040193888,32.085588524,193,backward,103.7,1384677376,99,7361.25
3,DistilBert,16,11428387541296174,32.58669081,196,backward,99.8,1384677376,99,7361.25
3,DistilBert,16,11428388042352378,33.087747014,199,backward,99.8,1384677376,99,7361.25
3,DistilBert,16,11428388543473934,33.58886857,202,backward,99.7,1384689664,99,7361.25
