run_num,model,batch_size,sample_interval_ms,runtime_ns,runtime_s,steps_completed,forward_time_mean_ns,forward_time_stdev_ns,backward_time_mean_ns,backward_time_stdev_ns,optimizer_time_mean_ns,optimizer_time_stdev_ns
2,DistilBert,16,500,287826930104,287.826930104,1700,51406694.5,2384729.5481761247,105433283.47823529,1216715.8915083397,11850152.987647058,514568.86897183774
