run_num,model,batch_size,sample_interval_ms,runtime_ns,runtime_s,steps_completed,forward_time_mean_ns,forward_time_stdev_ns,backward_time_mean_ns,backward_time_stdev_ns,optimizer_time_mean_ns,optimizer_time_stdev_ns
1,DistilBert,16,500,286337151363,286.337151363,1700,51188010.15882353,2231117.351709467,104791048.01705882,1338704.528139003,11839514.601764705,509479.01550954854
