run_num,model,batch_size,step,step_end_time_s,loss,step_time_ns,forward_time_ns,backward_time_ns,optimizer_time_ns
3,DistilBert,16,1,0.293103533,10.491399765014648,292638664,139897394,119843711,32770368
3,DistilBert,16,2,0.456337988,9.752298355102539,162734556,49598244,100961938,11871599
3,DistilBert,16,3,0.623243957,8.201058387756348,166485912,50434549,103889230,11888800
3,DistilBert,16,4,0.78978478,8.467514038085938,166081465,50483389,103487542,11858279
3,DistilBert,16,5,0.953613126,8.371417999267578,163427939,50038581,101280333,11877740
3,DistilBert,16,6,1.118608431,7.698589324951172,164643599,50049191,102386592,11933050
3,DistilBert,16,7,1.284684916,7.616616249084473,165667317,50304856,103290299,11808719
3,DistilBert,16,8,1.451011086,7.027772903442383,165997334,50426558,103482742,11845329
3,DistilBert,16,9,1.614890132,6.112880706787109,163528270,50116712,101387216,11793878
3,DistilBert,16,10,1.78062391,5.107878684997559,165381702,50302386,103016974,11808318
3,DistilBert,16,11,1.947348507,4.567208290100098,166386801,50628251,103077526,12304976
3,DistilBert,16,12,2.111964456,4.020416259765625,164124591,50308636,101675261,11834428
3,DistilBert,16,13,2.277077604,4.386113166809082,164756142,50143363,102511556,11848238
3,DistilBert,16,14,2.443890502,3.4905405044555664,166460882,50510860,103866750,11848689
3,DistilBert,16,15,2.610961354,2.409133195877075,166706556,50429508,104277047,11757577
3,DistilBert,16,16,2.776437998,2.5561718940734863,165116508,50180963,102811311,11873609
3,DistilBert,16,17,2.942942251,2.127829074859619,166115346,50542380,103497453,11825727
3,DistilBert,16,18,3.110358379,4.123232841491699,167039272,50779364,104184636,11839948
3,DistilBert,16,19,3.274553781,9.074308395385742,163840385,49913809,101827214,11851229
3,DistilBert,16,20,3.440429852,7.044189929962158,165528355,50168774,103141337,11944170
3,DistilBert,16,21,3.606935015,4.03538703918457,166102226,50762594,103208558,11881038
3,DistilBert,16,22,3.770952293,5.743403434753418,163671262,50153534,101524688,11757666
3,DistilBert,16,23,3.934525105,8.736038208007812,163212295,49799558,101391635,11790538
3,DistilBert,16,24,4.100273264,8.724781036376953,165374533,50178194,103117515,11824929
3,DistilBert,16,25,4.265893401,11.50551986694336,165274431,50362657,102815340,11854289
3,DistilBert,16,26,4.430365877,8.973910331726074,164105710,50469359,101576948,11818548
3,DistilBert,16,27,4.593651433,9.272866249084473,162918789,49786607,101155411,11746007
3,DistilBert,16,28,4.758870533,9.026297569274902,164855183,49925669,102859701,11832669
3,DistilBert,16,29,4.924617302,9.00912857055664,165390303,50167894,103114446,11866410
3,DistilBert,16,30,5.089786911,8.967637062072754,164825573,50257875,102594767,11737377
3,DistilBert,16,31,5.253232619,8.95560359954834,163099102,49837148,101238213,11781498
3,DistilBert,16,32,5.418462799,8.947630882263184,164882844,49949499,102835521,11850998
3,DistilBert,16,33,5.58431865,8.945475578308105,165504635,50073401,103357781,11837868
3,DistilBert,16,34,5.750473586,8.9395112991333,165781779,49986990,103415691,12075803
3,DistilBert,16,35,5.914451244,8.93796157836914,163488399,49945470,101465618,11836378
3,DistilBert,16,36,6.080197083,8.933055877685547,165379612,50022801,103322840,11800537
3,DistilBert,16,37,6.246278348,8.924363136291504,165720068,50333226,103283029,11872198
3,DistilBert,16,38,6.410056613,8.91568660736084,163426778,49837487,101603220,11751427
3,DistilBert,16,39,6.573560633,8.906822204589844,163136214,49645195,101455166,11803378
3,DistilBert,16,40,6.73862175,8.900333404541016,164696401,49828687,102843321,11791078
3,DistilBert,16,41,6.904081054,8.891670227050781,165096448,50289586,102830381,11744537
3,DistilBert,16,42,7.069363455,8.889742851257324,164930915,49893719,102948353,11860499
3,DistilBert,16,43,7.232854174,8.885683059692383,163121223,49713795,101329455,11842909
3,DistilBert,16,44,7.397942722,8.88399600982666,164733552,49860268,102834511,11806878
3,DistilBert,16,45,7.564106998,8.880882263183594,165805090,50092202,103175557,12175904
3,DistilBert,16,46,7.729527511,8.879507064819336,164946055,50018860,102760039,11852649
3,DistilBert,16,47,7.893384997,8.876822471618652,163493449,49842278,101549218,11870679
3,DistilBert,16,48,8.059044885,8.874385833740234,165282501,50027061,103190548,11829588
3,DistilBert,16,49,8.224641191,8.868656158447266,165233760,50158273,103031454,11791797
3,DistilBert,16,50,8.389427093,8.86732292175293,164444586,49849088,102497336,11854889
3,DistilBert,16,51,8.554795015,8.867354393005371,164994605,49708315,102963653,12060152
3,DistilBert,16,52,8.72084332,8.865111351013184,165656858,50131032,103473113,11803948
3,DistilBert,16,53,8.886514548,8.863811492919922,165286071,49983460,103284770,11787007
3,DistilBert,16,54,9.050143929,8.865516662597656,163265415,49763487,101363556,11903099
3,DistilBert,16,55,9.214684817,8.862130165100098,164176081,49724516,102414944,11802397
3,DistilBert,16,56,9.380714161,8.85930347442627,165676988,49888869,103716437,11832478
3,DistilBert,16,57,9.547095991,8.8601713180542,166028994,50306896,103601574,11833458
3,DistilBert,16,58,9.711335024,8.860340118408203,163672753,49986011,101490057,11952850
3,DistilBert,16,59,9.875787121,8.858734130859375,164090960,49780457,102209460,11856400
3,DistilBert,16,60,10.045590441,8.857791900634766,169452004,49970190,107386911,11856959
3,DistilBert,16,61,10.209732772,8.859420776367188,163782905,49775358,101958855,11810988
3,DistilBert,16,62,10.375273708,8.857002258300781,165181129,49726715,103368430,11845129
3,DistilBert,16,63,10.541606657,8.855835914611816,165980273,50095242,103798147,11852559
3,DistilBert,16,64,10.708436195,8.858187675476074,166474482,50012310,104362007,11862689
3,DistilBert,16,65,10.873162796,8.857393264770508,164374124,50423758,101838743,11836259
3,DistilBert,16,66,11.038253824,8.855472564697266,164724571,50155233,102557466,11780698
3,DistilBert,16,67,11.203921392,8.85521125793457,165290941,50254775,103000514,11802008
3,DistilBert,16,68,11.368216215,8.854594230651855,163913717,49883338,101935125,11853739
3,DistilBert,16,69,11.531661454,8.853780746459961,163058181,49734366,101268543,11801468
3,DistilBert,16,70,11.696954125,8.854822158813477,164948825,49896688,102949073,11864699
3,DistilBert,16,71,11.86304152,8.852529525756836,165728139,50188864,103436442,11858108
3,DistilBert,16,72,12.028071046,8.85297679901123,164681610,49973840,102679329,11790918
3,DistilBert,16,73,12.191716178,8.853141784667969,163292236,49680345,101637350,11741796
3,DistilBert,16,74,12.357135751,8.854464530944824,165076107,50009641,103086436,11743516
3,DistilBert,16,75,12.523011513,8.85188102722168,165508125,50233305,103257699,11785488
3,DistilBert,16,76,12.687621782,8.851592063903809,164259993,50492099,101592340,11889489
3,DistilBert,16,77,12.85160426,8.851933479309082,163555221,49904330,101617050,11759587
3,DistilBert,16,78,13.016927441,8.85245132446289,164948774,49920039,102971873,11821408
3,DistilBert,16,79,13.182753742,8.852521896362305,165466504,50234025,103173737,11826418
3,DistilBert,16,80,13.34783786,8.851632118225098,164731662,50094532,102576817,11824249
3,DistilBert,16,81,13.511518143,8.852496147155762,163314476,49801286,101476507,11806368
3,DistilBert,16,82,13.677259231,8.854019165039062,165380152,49951190,103390011,11804178
3,DistilBert,16,83,13.843459259,8.85173225402832,165829441,50408668,103384241,11787108
3,DistilBert,16,84,14.008364593,8.852266311645508,164553508,49979480,102165309,12055102
3,DistilBert,16,85,14.172655576,8.851815223693848,163799945,50010810,101698140,11834839
3,DistilBert,16,86,14.339192229,8.849374771118164,166178437,50176413,103946450,11799109
3,DistilBert,16,87,14.505477508,8.85078239440918,165936673,50136443,103689716,11871579
3,DistilBert,16,88,14.669191391,8.851633071899414,163349647,49787937,101513088,11810299
3,DistilBert,16,89,14.833894772,8.851493835449219,164332035,49923639,102338933,11830958
3,DistilBert,16,90,15.000468475,8.851256370544434,166217677,50172253,103976151,11831399
3,DistilBert,16,91,15.167169341,8.851147651672363,166346570,50002370,104278057,11824418
3,DistilBert,16,92,15.331455924,8.849763870239258,163914256,49896208,101856654,11896519
3,DistilBert,16,93,15.497523389,8.848556518554688,165692578,50095692,103404901,11858588
3,DistilBert,16,94,15.663803948,8.852245330810547,165907992,50482389,103346001,11840878
3,DistilBert,16,95,15.827950948,8.850851058959961,163778884,49919939,101777353,11834368
3,DistilBert,16,96,15.992177631,8.84990119934082,163880926,49966240,101837914,11822048
3,DistilBert,16,97,16.158602472,8.848855972290039,166079165,50239795,103766927,11837588
3,DistilBert,16,98,16.325212876,8.851076126098633,166260218,50125054,104009952,11861988
3,DistilBert,16,99,16.490182991,8.849241256713867,164614259,49861708,102646808,11855678
3,DistilBert,16,100,16.656188995,8.84903621673584,165652687,49977991,103371591,12026432
3,DistilBert,16,101,16.822519734,8.849761962890625,165858820,50463699,103292129,11845838
3,DistilBert,16,102,16.987143654,8.850625991821289,164275053,50066052,102125418,11825899
3,DistilBert,16,103,17.151184483,8.850566864013672,163680723,49960850,101665850,11822368
