run_num,model,batch_size,step,step_end_time_s,loss,step_time_ns,forward_time_ns,backward_time_ns,optimizer_time_ns
1,DistilBert,16,1,0.294968011,10.491399765014648,294456503,141291604,120358711,32676585
1,DistilBert,16,2,0.458682132,9.752298355102539,163245123,49279212,101858972,11816464
1,DistilBert,16,3,0.62508921,8.201058387756348,166002491,50230068,103717373,11824424
1,DistilBert,16,4,0.79104309,8.467514038085938,165598864,50551554,102840819,11931467
1,DistilBert,16,5,0.955045957,8.371417999267578,163514649,50210528,101398814,11677322
1,DistilBert,16,6,1.119010282,7.698589324951172,163615609,50250759,101425874,11703373
1,DistilBert,16,7,1.285858618,7.616616249084473,166495670,50506544,103787555,11933306
1,DistilBert,16,8,1.452637782,7.027773380279541,166357247,50640806,103782165,11693113
1,DistilBert,16,9,1.61676702,6.112880706787109,163809613,50185367,101577577,11823004
1,DistilBert,16,10,1.779933412,5.107878684997559,162847036,50157847,100672472,11790154
1,DistilBert,16,11,1.946210408,4.567208290100098,165965031,50306691,103780435,11660542
1,DistilBert,16,12,2.113855397,4.020419120788574,167313593,50583014,104142140,12208251
1,DistilBert,16,13,2.278119458,4.386120796203613,163808614,50168167,101587567,11776744
1,DistilBert,16,14,2.444509005,3.4905457496643066,166067662,50377972,103686483,11769874
1,DistilBert,16,15,2.611180898,2.4091362953186035,166334067,50794878,103535140,11783124
1,DistilBert,16,16,2.775078412,2.556187152862549,163565079,50197589,101352553,11791004
1,DistilBert,16,17,2.940122436,2.127821207046509,164719648,50237988,102480973,11763843
1,DistilBert,16,18,3.106799288,4.123176097869873,166301135,50542704,103729643,11797694
1,DistilBert,16,19,3.273203847,9.074287414550781,166031842,50191418,103824755,11785053
1,DistilBert,16,20,3.436987039,7.044195175170898,163442217,49971604,101449054,11790824
1,DistilBert,16,21,3.603123662,4.034805774688721,165797517,50275959,103376498,11887245
1,DistilBert,16,22,3.769837876,5.743963241577148,166326527,50777998,103503730,11813634
1,DistilBert,16,23,3.933904263,8.73621940612793,163701631,50021895,101697189,11757014
1,DistilBert,16,24,4.097756816,8.724855422973633,163496447,49919054,101601767,11743443
1,DistilBert,16,25,4.263711047,11.50993537902832,165590604,50190848,103374928,11787893
1,DistilBert,16,26,4.429364221,8.97325611114502,165283478,50266010,102998431,11785914
1,DistilBert,16,27,4.593327577,9.271734237670898,163590189,49966884,101560947,11834575
1,DistilBert,16,28,4.756971177,9.025731086730957,163286614,49702800,101549246,11796294
1,DistilBert,16,29,4.92191396,9.008718490600586,164581827,49970165,102591444,11793903
1,DistilBert,16,30,5.087402651,8.967370986938477,165144565,50121826,102992481,11799804
1,DistilBert,16,31,5.254619433,8.955535888671875,166873906,50035746,104766312,11823825
1,DistilBert,16,32,5.418871514,8.947649002075195,163897975,49760350,102107366,11802135
1,DistilBert,16,33,5.58517379,8.945474624633789,165950110,50198758,103801566,11725273
1,DistilBert,16,34,5.751531877,8.939478874206543,165993061,50189338,103834116,11741183
1,DistilBert,16,35,5.915240438,8.937952995300293,163358405,49881463,101440005,11783374
