run_num,model,batch_size,timestamp_ns,time_since_start_s,step,state,process_cpu_percent,process_memory_rss_bytes,gpu_util_pct,gpu_mem_used_mb
2,DistilBert,16,11427031748584278,0.501144338,3,forward,99.5,1381339136,86,7361.25
2,DistilBert,16,11427032250204784,1.002764844,6,forward,101.8,1381531648,99,7361.25
2,DistilBert,16,11427032751374083,1.503934143,9,forward,99.7,1382072320,99,7361.25
2,DistilBert,16,11427033252884327,2.005444387,12,forward,99.7,1382080512,99,7361.25
2,DistilBert,16,11427033754499253,2.507059313,15,forward,99.7,1382227968,99,7361.25
2,DistilBert,16,11427034255951957,3.008512017,18,forward,101.7,1382227968,98,7361.25
2,DistilBert,16,11427034757593533,3.510153593,20,optimizer,99.7,1382236160,99,7361.25
2,DistilBert,16,11427035259172229,4.011732289,23,optimizer,99.8,1382244352,98,7361.25
2,DistilBert,16,11427035760334987,4.512895047,26,backward,101.7,1382244352,99,7361.25
2,DistilBert,16,11427036262041885,5.014601945,29,backward,99.7,1382248448,98,7361.25
2,DistilBert,16,11427036763088272,5.515648332,32,backward,99.8,1382248448,99,7361.25
2,DistilBert,16,11427037264153088,6.016713148,35,backward,99.8,1382248448,98,7361.25
2,DistilBert,16,11427037765199624,6.517759684,38,backward,99.8,1382326272,99,7361.25
2,DistilBert,16,11427038266295521,7.018855581,41,backward,101.8,1382330368,99,7361.25
2,DistilBert,16,11427038767395469,7.519955529,44,backward,101.8,1382400000,99,7361.25
2,DistilBert,16,11427039268535577,8.021095637,47,backward,99.8,1382400000,99,7361.25
2,DistilBert,16,11427039769562673,8.522122733,50,backward,99.7,1382408192,98,7361.25
2,DistilBert,16,11427040271206769,9.023766829,53,backward,99.7,1382408192,99,7361.25
2,DistilBert,16,11427040772658143,9.525218203,56,backward,99.7,1382420480,99,7361.25
2,DistilBert,16,11427041274078726,10.026638786,59,backward,99.7,1382420480,99,7361.25
2,DistilBert,16,11427041775532919,10.528092979,62,backward,101.7,1382420480,99,7361.25
2,DistilBert,16,11427042277054754,11.029614814,65,backward,99.8,1382420480,99,7361.25
2,DistilBert,16,11427042778097590,11.53065765,68,backward,101.8,1382424576,99,7361.25
2,DistilBert,16,11427043279187737,12.031747797,71,backward,99.8,1382424576,99,7361.25
2,DistilBert,16,11427043780280764,12.532840824,74,backward,99.8,1382432768,98,7361.25
2,DistilBert,16,11427044281488353,13.034048413,77,backward,99.8,1382436864,99,7361.25
2,DistilBert,16,11427044782531120,13.53509118,80,backward,99.8,1382436864,98,7361.25
2,DistilBert,16,11427045283690217,14.036250277,83,backward,101.8,1382436864,99,7361.25
2,DistilBert,16,11427045784769204,14.537329264,86,backward,99.8,1382453248,98,7361.25
2,DistilBert,16,11427046285916182,15.038476242,89,backward,99.8,1382453248,99,7361.25
2,DistilBert,16,11427046786944828,15.539504888,92,backward,101.7,1382453248,99,7361.25
2,DistilBert,16,11427047288504014,16.041064074,95,backward,99.7,1382457344,99,7361.25
2,DistilBert,16,11427047790030188,16.542590248,98,backward,99.7,1382457344,99,7361.25
2,DistilBert,16,11427048291500892,17.044060952,101,backward,99.7,1382465536,99,7361.25
2,DistilBert,16,11427048793200350,17.54576041,104,forward,99.6,1382465536,99,7361.25
2,DistilBert,16,11427049294822976,18.047383036,107,forward,101.8,1382465536,98,7361.25
2,DistilBert,16,11427049795820552,18.548380612,110,forward,101.7,1382469632,99,7361.25
2,DistilBert,16,11427050297347627,19.049907687,113,forward,99.8,1382469632,98,7361.25
2,DistilBert,16,11427050798378392,19.550938452,116,forward,99.8,1382469632,99,7361.25
2,DistilBert,16,11427051299441499,20.052001559,119,forward,99.7,1382498304,98,7361.25
2,DistilBert,16,11427051800798221,20.553358281,122,forward,99.8,1382498304,99,7361.25
2,DistilBert,16,11427052301838337,21.054398397,125,forward,101.7,1382498304,98,7361.25
2,DistilBert,16,11427052803297561,21.555857621,128,forward,99.8,1382498304,99,7361.25
2,DistilBert,16,11427053304370167,22.056930227,131,forward,99.8,1382506496,98,7361.25
2,DistilBert,16,11427053805379623,22.557939683,134,forward,101.7,1382506496,99,7361.25
2,DistilBert,16,11427054306772025,23.059332085,137,forward,99.1,1382506496,98,7361.25
2,DistilBert,16,11427054811332733,23.563892793,140,forward,101.7,1382510592,98,7361.25
2,DistilBert,16,11427055312870748,24.065430808,143,forward,99.7,1382510592,98,7361.25
2,DistilBert,16,11427055814047256,24.566607316,145,step,101.7,1382510592,99,7361.25
2,DistilBert,16,11427056315635653,25.068195713,148,optimizer,99.7,1382526976,99,7361.25
2,DistilBert,16,11427056816820001,25.569380061,151,optimizer,99.8,1382526976,99,7361.25
2,DistilBert,16,11427057317911868,26.070471928,154,backward,99.8,1382526976,99,7361.25
2,DistilBert,16,11427057818961724,26.571521784,157,backward,99.8,1382526976,99,7361.25
2,DistilBert,16,11427058320029241,27.072589301,160,backward,101.8,1382526976,99,7361.25
2,DistilBert,16,11427058821058617,27.573618677,163,backward,99.8,1382531072,98,7361.25
2,DistilBert,16,11427059322139164,28.074699224,166,backward,99.8,1382531072,99,7361.25
2,DistilBert,16,11427059823142209,28.575702269,169,backward,99.7,1382531072,98,7361.25
2,DistilBert,16,11427060324688075,29.077248135,172,backward,99.7,1382543360,99,7361.25
2,DistilBert,16,11427060826045856,29.578605916,175,backward,99.7,1382543360,98,7361.25
2,DistilBert,16,11427061327478429,30.080038489,178,backward,103.7,1382543360,99,7361.25
2,DistilBert,16,11427061828814801,30.581374861,181,backward,99.7,1382551552,99,7361.25
2,DistilBert,16,11427062330233403,31.082793463,184,backward,99.8,1382551552,99,7361.25
2,DistilBert,16,11427062831274140,31.5838342,187,backward,99.8,1382555648,99,7361.25
2,DistilBert,16,11427063332481169,32.085041229,190,backward,99.8,1382555648,99,7361.25
2,DistilBert,16,11427063833494254,32.586054314,193,backward,99.8,1382555648,99,7361.25
2,DistilBert,16,11427064334534321,33.087094381,196,backward,99.8,1382555648,99,7361.25
2,DistilBert,16,11427064835577887,33.588137947,199,backward,101.8,1382555648,99,7361.25
2,DistilBert,16,11427065336642603,34.089202663,202,backward,99.8,1382580224,99,7361.25
2,DistilBert,16,11427065837766461,34.590326521,205,backward,101.8,1382580224,99,7361.25
